id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
DDX11L1	5.09019160835108	5.14276211536782	5.027106999931	0.977511089791377	-0.0328150251054604	0.89905568526854	1
WASH7P	630.860198443557	393.223251011867	916.024535361584	2.32952790305358	1.22003761113146	0.794448422036059	1
FAM138A	0.576994099035734	1.05782251489885	0	0	-Inf	0.200766942758201	1
OR4F5	0	0	0	NA	NA	NA	NA
LOC729737	18.8396147955332	11.9127857781389	27.1518096164065	2.27921580410124	1.18853753046843	0.573508424763239	1
DQ597235	1.51260791836932	0.909904700045168	2.2358517803583	2.45723731314644	1.29703719590373	0.547405091373348	1
DQ599768	1.63219001669406	1.60143104036283	1.66910078829154	1.04225579885936	0.059709398975154	0.96137345418818	1
LOC100132287	54.0560690038041	66.9485551511954	38.5850856269344	0.576339333086346	-0.795009613055831	0.889954246801961	1
BC036251	5.16938036077882	1.29095447502013	9.82349142368923	7.60947935327931	2.92779774674616	0.152661625625438	1
M37726	2634.42005083121	2457.85008842196	2846.30400572232	1.15804622060972	0.211692836154165	0.655439283828499	1
LOC100133331	1407.33506754196	1414.77402249142	1398.40832160261	0.988432286267182	-0.0167859590923673	0.494397254529157	1
DQ575786	35.8285634223397	52.8215542025517	15.4369744860852	0.292247638660725	-1.77473672695241	0.917890210212954	1
DQ599872	1641.68647015437	1695.06599895303	1577.63103559597	0.930719533381236	-0.103581608907756	0.901067269552175	1
AK310751	1308.12792220087	1283.91915194098	1337.17844651275	1.04148181331453	0.0586376468005285	0.417103979001119	1
LOC100288069	97.399375821074	126.015790701082	63.0596779650645	0.500410921633198	-0.99881481774553	0.855527382725524	1
LOC643837	1202.11739170694	2085.03981145652	142.610488007439	0.0683970096032926	-3.86992293958768	0.289171357597178	1
FAM41C	63.7981174373217	68.2447373834292	58.4621735019927	0.856654677613106	-0.223214331966381	0.71546816362646	1
AK056486	3.48141375252243	0.182379838062657	7.44025444987416	40.795378090631	5.35033380631361	0.137489603468736	1
SAMD11	7.80644696670289	5.5970546956695	10.457717691943	1.86843228457893	0.901828278745451	0.79190175171633	1
NOC2L	196.749209815163	283.483819956511	92.667677645545	0.326888771499415	-1.61312827293767	0.430712409206754	1
KLHL17	45.2521487107298	11.0305995779961	86.3180076700103	7.82532327999633	2.96815035393836	0.476193261277717	1
PLEKHN1	13.1741242852214	22.1343252768877	2.42188309522199	0.109417525265651	-3.19208426362239	0.187037729757652	1
C1orf170	43.25243711405	79.1072177117361	0.226700396826706	0.002865735938948	-8.44687860497176	0.377694750576802	1
HES4	1.05790473870759	1.75057502360832	0.226700396826706	0.129500531979159	-2.94897007047269	0.458239532548345	1
ISG15	1.5197305598844	1.93869182059284	1.01697704703428	0.5245686994869	-0.930796368950955	0.782610222107348	1
AGRN	534.901079287319	886.940319463107	112.453991076374	0.126788678571345	-2.9795021672191	0.260493737902828	1
BC033949	8.48380434434553	12.367295960697	3.8236144047238	0.309171416037521	-1.69352115158564	0.575084281669163	1
C1orf159	271.448258471187	472.275203887697	30.4559239713746	0.0644876625337644	-3.95483301224465	0.0698240783731748	1
LOC254099	0.228700572443242	0.284927212540337	0.161228604326728	0.565858918455895	-0.821485693800563	0.951316078287527	1
MIR200B	0.310829686407641	0.569854425080675	0	0	-Inf	0.849240430571469	1
AK128833	3.1893610063954	3.76162550988998	2.5026436022019	0.665309078647519	-0.587903374363783	1	1
TTLL10	25.171839122765	42.4683960515764	4.41597080819141	0.103982519208599	-3.26558708162487	0.495697212631539	1
TNFRSF18	0.146571458478844	0	0.322457208653456	Inf	Inf	0.418791541485517	1
TNFRSF4	0.209300012579223	0.383716689728575	0	0	-Inf	0.727192024211326	1
SDF4	129.725691583666	231.407917859532	7.70702005262689	0.0333049107563604	-4.9081212736942	0.0517329095499876	1
B3GALT6	125.651440630599	120.940689996792	131.304341391168	1.08569201477725	0.118614902617078	0.939684708912153	1
FAM132A	23.0435017981237	25.5273101445537	20.0629317824075	0.78593990783976	-0.347509085171651	1	1
UBE2J2	266.465111653317	186.403495978545	362.539050463043	1.94491551008663	0.959707483835325	0.943512967932167	1
SCNN1D	2.99261145584303	4.08339463585635	1.68367163982705	0.412321558402095	-1.27815819978634	0.74500559722222	1
ACAP3	21.8041926582082	37.1927046897002	3.33797822041777	0.0897481978862957	-3.47797321938061	0.0866006477096648	1
PUSL1	3.55271938602801	1.31906641399152	6.2331029524718	4.72538978049658	2.24043333699431	0.769809140936612	1
CPSF3L	139.9318971139	157.98544539577	118.267639175656	0.74859832106295	-0.417736282285171	0.68723111635759	1
GLTPD1	29.2566576584684	52.7599822800087	1.05266811262002	0.0199520179334648	-5.64732152275687	0.137493606483336	1
DVL1	312.440554037385	107.146901464594	558.792937124733	5.21520388818133	2.38272365595083	0.682483580373356	1
MXRA8	8.17829924350105	9.54036315969703	6.54382254406587	0.685909166614333	-0.543910558652034	0.816304527618846	1
AURKAIP1	76.5147221697526	70.9137505170799	83.2358881529599	1.17376231754816	0.231140297706447	0.799069772822311	1
CCNL2	1625.38566625794	1997.96958753858	1178.28496072117	0.58974118929046	-0.761846135067239	0.90283500277375	1
LOC148413	119.662516194815	120.219524710576	118.994105975903	0.989806824327225	-0.0147811058355029	0.865669925327312	1
MRPL20	203.961567846812	257.91660430346	139.215524098834	0.539769529281783	-0.889584557865554	0.670899936702706	1
ANKRD65	0.437546863361381	0.0911899190313287	0.853175196557443	9.35602537671221	3.22589577477362	0.669476629540781	1
VWA1	0.310829686407641	0.569854425080675	0	0	-Inf	0.866525392279298	1
ATAD3C	13.7114718248448	20.1366370659247	6.00127353554901	0.298027595963598	-1.74648217119138	0.381307368303666	1
ATAD3B	134.393862508201	204.398862413602	50.3878626217198	0.24651733393584	-2.02023900120893	0.44308380986621	1
ATAD3A	306.110846450289	547.681192001513	16.2264317888189	0.0296275132792475	-5.07691864785796	0.088762633550535	1
AX747755	181.580813813779	331.938061727138	1.152116317749	0.00347087740331529	-8.17048387678527	0.0852754742117673	1
SSU72	1368.50532724061	1535.12941038809	1168.55642746363	0.761210370641142	-0.393632878032878	0.717439101227987	1
AK094692	0.751730994863037	0.383716689728575	1.19334816102439	3.10997200009339	1.63690159144647	0.54948690917754	1
MIB2	1.97660698560087	3.13393263809706	0.58781620260545	0.187565040632901	-2.41453713913158	0.852650660629982	1
MMP23B	0.301834254907998	0.241260797776256	0.374522403466089	1.55235499060821	0.63445850896024	0.961347664881591	1
CDK11B	1726.96314938527	2192.79601184698	1167.96371443121	0.532636737809207	-0.908776155209907	0.943545075707688	1
CDC2L1	21.5159959746854	34.7686929685019	5.61275958210561	0.161431423010074	-2.63100666491883	0.417326797996619	1
SLC35E2B	1616.83455448533	1979.41617854045	1181.73660561919	0.597012704266445	-0.744166462916235	0.91835256745858	1
MMP23A	1.53900031402786	0	3.38580069086129	Inf	Inf	0.272594629227681	1
CDK11A	732.586850875193	1033.77052297354	371.166444357175	0.359041427578677	-1.47777777754075	0.858268402100889	1
AK097814	341.605263430659	438.905674628985	224.844769992669	0.512284946378819	-0.964981596426358	0.726850841743606	1
SLC35E2	357.081339388685	453.127626240761	241.825795166195	0.533681420337204	-0.905949308882409	0.740834717773624	1
NADK	197.535000464853	190.761826474021	205.662809253852	1.0781130221662	0.108508428527817	0.93268153162556	1
GNB1	3947.81334894854	4363.98771422991	3448.4041106109	0.790195650497934	-0.339718189627627	0.973104288065837	1
CALML6	0.384115415647063	0.569854425080675	0.161228604326728	0.282929459227948	-1.82148569380056	1	1
TMEM52	0.786654599933954	1.44220009987892	0	0	-Inf	0.88783173555097	1
C1orf222	0.036642864619711	0	0.0806143021633641	Inf	Inf	0.968314197492104	1
KIAA1751	4.46650073775849	6.52041191243176	2.00180732815057	0.307006268167497	-1.70365998339013	0.620153763953896	1
AK054708	3.39469654543542	3.470313915721	3.30395570109273	0.952062488100963	-0.070871827746166	0.920661108881761	1
GABRD	0.49043801600027	0.569854425080675	0.395138325103785	0.69340222294114	-0.528235633280249	1	1
PRKCZ	227.654085533031	393.506807851248	28.6308187511703	0.0727581281439816	-3.780747762675	0.110495159887126	1
AX747530	0	0	0	NA	NA	NA	NA
C1orf86	17.4045682555388	27.6642660674805	5.09293088120871	0.184097812997666	-2.44145560669037	0.585547229450946	1
BC018779	1.62690754633864	1.41158487390826	1.88529475325511	1.33558724530342	0.417474221016383	0.637362001883005	1
SKI	971.786297676691	1254.25430734312	632.824686076979	0.504542565548361	-0.986952107983714	1	1
MORN1	26.6711303884028	40.4950899020518	10.082378972024	0.248977814258739	-2.00591090152932	0.728668788339776	1
LOC100129534	3.55311356725031	6.51404153995891	0	0	-Inf	0.195965203358128	1
RER1	826.215758346183	333.012724222434	1418.05939929468	4.25827392213247	2.09026875706857	0.393205534079627	1
